prname,date,numconf,numdeaths
Quebec,11/15/2020,123854,6626
Newfoundland and Labrador,11/15/2020,303,4
New Brunswick,11/15/2020,367,6
Nova Scotia,11/15/2020,1144,65
Prince Edward Island,11/15/2020,68,0
Yukon,11/15/2020,24,1
Northwest Territories,11/15/2020,15,0
Nunavut,11/15/2020,18,0
Repatriated travellers,11/15/2020,13,0
Canada,11/15/2020,297390,10993
British Columbia,11/16/2020,22944,299
Alberta,11/16/2020,40189,427
Saskatchewan,11/16/2020,5182,31
Manitoba,11/16/2020,11339,172
Ontario,11/16/2020,95496,3411
Quebec,11/16/2020,125072,6651
Newfoundland and Labrador,11/16/2020,303,4
New Brunswick,11/16/2020,375,6
Nova Scotia,11/16/2020,1146,65
Prince Edward Island,11/16/2020,68,0
Yukon,11/16/2020,24,1
Northwest Territories,11/16/2020,15,0
Nunavut,11/16/2020,26,0
Repatriated travellers,11/16/2020,13,0
Canada,11/16/2020,302192,11067
British Columbia,11/17/2020,23661,310
Alberta,11/17/2020,40962,432
Saskatchewan,11/17/2020,5422,31
Manitoba,11/17/2020,11608,179
Ontario,11/17/2020,96745,3423
Quebec,11/17/2020,126054,6675
Newfoundland and Labrador,11/17/2020,305,4
New Brunswick,11/17/2020,379,6
Nova Scotia,11/17/2020,1151,65
Prince Edward Island,11/17/2020,68,0
Yukon,11/17/2020,25,1
Northwest Territories,11/17/2020,15,0
Nunavut,11/17/2020,60,0
Repatriated travellers,11/17/2020,13,0
Canada,11/17/2020,306468,11126
British Columbia,11/18/2020,24422,320
Alberta,11/18/2020,41692,443
Saskatchewan,11/18/2020,5553,32
Manitoba,11/18/2020,12007,190
Ontario,11/18/2020,98162,3455
Quebec,11/18/2020,127233,6710
Newfoundland and Labrador,11/18/2020,307,4
New Brunswick,11/18/2020,388,6
Nova Scotia,11/18/2020,1154,65
Prince Edward Island,11/18/2020,68,0
Yukon,11/18/2020,25,1
Northwest Territories,11/18/2020,15,0
Nunavut,11/18/2020,70,0
Repatriated travellers,11/18/2020,13,0
Canada,11/18/2020,311109,11226
British Columbia,11/19/2020,24958,321
Alberta,11/19/2020,42797,451
Saskatchewan,11/19/2020,5651,32
Manitoba,11/19/2020,12482,198
Ontario,11/19/2020,99372,3483
Quebec,11/19/2020,128440,6744
Newfoundland and Labrador,11/19/2020,308,4
New Brunswick,11/19/2020,392,6
Nova Scotia,11/19/2020,1155,65
Prince Edward Island,11/19/2020,68,0
Yukon,11/19/2020,26,1
Northwest Territories,11/19/2020,15,0
Nunavut,11/19/2020,74,0
Repatriated travellers,11/19/2020,13,0
Canada,11/19/2020,315751,11305
British Columbia,11/20/2020,25474,331
Alberta,11/20/2020,43952,462
Saskatchewan,11/20/2020,5804,33
Manitoba,11/20/2020,12919,207
Ontario,11/20/2020,100790,3491
Quebec,11/20/2020,129699,6774
Newfoundland and Labrador,11/20/2020,311,4
New Brunswick,11/20/2020,401,6
Nova Scotia,11/20/2020,1160,65
Prince Edward Island,11/20/2020,68,0
Yukon,11/20/2020,29,1
Northwest Territories,11/20/2020,15,0
Nunavut,11/20/2020,84,0
Repatriated travellers,11/20/2020,13,0
Canada,11/20/2020,320719,11374
British Columbia,11/21/2020,26187,331
Alberta,11/21/2020,45288,471
Saskatchewan,11/21/2020,6237,33
Manitoba,11/21/2020,13304,217
Ontario,11/21/2020,102378,3512
Quebec,11/21/2020,130888,6806
Newfoundland and Labrador,11/21/2020,316,4
New Brunswick,11/21/2020,424,6
Nova Scotia,11/21/2020,1168,65
Prince Edward Island,11/21/2020,68,0
Yukon,11/21/2020,29,1
Northwest Territories,11/21/2020,15,0
Nunavut,11/21/2020,109,0
Repatriated travellers,11/21/2020,13,0
Canada,11/21/2020,326424,11446
British Columbia,11/22/2020,26813,331
Alberta,11/22/2020,46872,471
Saskatchewan,11/22/2020,6473,33
Manitoba,11/22/2020,13544,229
Ontario,11/22/2020,103912,3526
Quebec,11/22/2020,132042,6829
Newfoundland and Labrador,11/22/2020,319,4
New Brunswick,11/22/2020,430,6
Nova Scotia,11/22/2020,1179,65
Prince Edward Island,11/22/2020,68,0
Yukon,11/22/2020,32,1
Northwest Territories,11/22/2020,15,0
Nunavut,11/22/2020,130,0
Repatriated travellers,11/22/2020,13,0
Canada,11/22/2020,331842,11495
British Columbia,11/23/2020,27407,348
Alberta,11/23/2020,48421,476
Saskatchewan,11/23/2020,6708,37
Manitoba,11/23/2020,14087,236
Ontario,11/23/2020,105501,3545
Quebec,11/23/2020,133206,6842
Newfoundland and Labrador,11/23/2020,321,4
New Brunswick,11/23/2020,445,7
Nova Scotia,11/23/2020,1190,65
Prince Edward Island,11/23/2020,69,0
Yukon,11/23/2020,38,1
Northwest Territories,11/23/2020,15,0
Nunavut,11/23/2020,134,0
Repatriated travellers,11/23/2020,13,0
Canada,11/23/2020,337555,11561
British Columbia,11/24/2020,28348,358
Alberta,11/24/2020,49536,492
Saskatchewan,11/24/2020,6883,37
Manitoba,11/24/2020,14558,248
Ontario,11/24/2020,106510,3559
Quebec,11/24/2020,134330,6887
Newfoundland and Labrador,11/24/2020,323,4
New Brunswick,11/24/2020,450,7
Nova Scotia,11/24/2020,1227,65
Prince Edward Island,11/24/2020,69,0
Yukon,11/24/2020,38,1
Northwest Territories,11/24/2020,15,0
Nunavut,11/24/2020,144,0
Repatriated travellers,11/24/2020,13,0
Canada,11/24/2020,342444,11658
British Columbia,11/25/2020,29086,371
Alberta,11/25/2020,50801,500
Saskatchewan,11/25/2020,7047,37
Manitoba,11/25/2020,14907,256
Ontario,11/25/2020,107883,3594
Quebec,11/25/2020,135430,6915
Newfoundland and Labrador,11/25/2020,324,4
New Brunswick,11/25/2020,453,7
Nova Scotia,11/25/2020,1243,65
Prince Edward Island,11/25/2020,70,0
Yukon,11/25/2020,39,1
Northwest Territories,11/25/2020,15,0
Nunavut,11/25/2020,155,0
Repatriated travellers,11/25/2020,13,0
Canada,11/25/2020,347466,11750
British Columbia,11/26/2020,29973,384
Alberta,11/26/2020,51878,510
Saskatchewan,11/26/2020,7362,40
Manitoba,11/26/2020,15288,266
Ontario,11/26/2020,109361,3615
Quebec,11/26/2020,136894,6947
Newfoundland and Labrador,11/26/2020,327,4
New Brunswick,11/26/2020,465,7
Nova Scotia,11/26/2020,1257,65
Prince Edward Island,11/26/2020,70,0
Yukon,11/26/2020,39,1
Northwest Territories,11/26/2020,15,0
Nunavut,11/26/2020,155,0
Repatriated travellers,11/26/2020,13,0
Canada,11/26/2020,353097,11839
British Columbia,11/27/2020,30884,395
Alberta,11/27/2020,53105,519
Saskatchewan,11/27/2020,7691,44
Manitoba,11/27/2020,15632,280
Ontario,11/27/2020,111216,3635
Quebec,11/27/2020,138163,6984
Newfoundland and Labrador,11/27/2020,331,4
New Brunswick,11/27/2020,477,7
Nova Scotia,11/27/2020,1266,65
Prince Edward Island,11/27/2020,70,0
Yukon,11/27/2020,42,1
Northwest Territories,11/27/2020,15,0
Nunavut,11/27/2020,159,0
Repatriated travellers,11/27/2020,13,0
Canada,11/27/2020,359064,11934
British Columbia,11/28/2020,31634,410
Alberta,11/28/2020,54836,524
Saskatchewan,11/28/2020,7888,45
Manitoba,11/28/2020,16118,290
Ontario,11/28/2020,113038,3664
Quebec,11/28/2020,139643,7021
Newfoundland and Labrador,11/28/2020,333,4
New Brunswick,11/28/2020,481,7
Nova Scotia,11/28/2020,1280,65
Prince Edward Island,11/28/2020,72,0
Yukon,11/28/2020,45,1
Northwest Territories,11/28/2020,15,0
Nunavut,11/28/2020,164,0
Repatriated travellers,11/28/2020,13,0
Canada,11/28/2020,365560,12031
British Columbia,11/29/2020,32642,427
Alberta,11/29/2020,56444,533
Saskatchewan,11/29/2020,8239,45
Manitoba,11/29/2020,16483,301
Ontario,11/29/2020,114746,3688
Quebec,11/29/2020,141038,7033
Newfoundland and Labrador,11/29/2020,337,4
New Brunswick,11/29/2020,495,7
Nova Scotia,11/29/2020,1290,65
Prince Edward Island,11/29/2020,72,0
Yukon,11/29/2020,45,1
Northwest Territories,11/29/2020,15,0
Nunavut,11/29/2020,177,0
Repatriated travellers,11/29/2020,13,0
Canada,11/29/2020,372036,12104
British Columbia,11/30/2020,33238,441
Alberta,11/30/2020,58177,541
Saskatchewan,11/30/2020,8564,47
Manitoba,11/30/2020,16825,312
Ontario,11/30/2020,116492,3696
Quebec,11/30/2020,142371,7056
Newfoundland and Labrador,11/30/2020,338,4
New Brunswick,11/30/2020,501,7
Nova Scotia,11/30/2020,1305,65
Prince Edward Island,11/30/2020,72,0
Yukon,11/30/2020,47,1
Northwest Territories,11/30/2020,15,0
Nunavut,11/30/2020,181,0
Repatriated travellers,11/30/2020,13,0
Canada,11/30/2020,378139,12170
British Columbia,12/1/2020,33894,457
Alberta,12/1/2020,59484,551
Saskatchewan,12/1/2020,8745,51
Manitoba,12/1/2020,17107,328
Ontario,12/1/2020,118199,3703
Quebec,12/1/2020,143548,7084
Newfoundland and Labrador,12/1/2020,339,4
New Brunswick,12/1/2020,508,7
Nova Scotia,12/1/2020,1315,65
Prince Edward Island,12/1/2020,72,0
Yukon,12/1/2020,47,1
Northwest Territories,12/1/2020,15,0
Nunavut,12/1/2020,182,0
Repatriated travellers,12/1/2020,13,0
Canada,12/1/2020,383468,12251
British Columbia,12/2/2020,34728,469
Alberta,12/2/2020,61169,561
Saskatchewan,12/2/2020,8982,53
Manitoba,12/2/2020,17384,342
Ontario,12/2/2020,119922,3738
Quebec,12/2/2020,145062,7125
Newfoundland and Labrador,12/2/2020,340,4
New Brunswick,12/2/2020,514,7
Nova Scotia,12/2/2020,1332,65
Prince Edward Island,12/2/2020,72,0
Yukon,12/2/2020,49,1
Northwest Territories,12/2/2020,15,0
Nunavut,12/2/2020,193,0
Repatriated travellers,12/2/2020,13,0
Canada,12/2/2020,389775,12365
British Columbia,12/3/2020,35421,481
Alberta,12/3/2020,63023,575
Saskatchewan,12/3/2020,9243,54
Manitoba,12/3/2020,17751,353
Ontario,12/3/2020,121746,3752
Quebec,12/3/2020,146532,7155
Newfoundland and Labrador,12/3/2020,340,4
New Brunswick,12/3/2020,520,7
Nova Scotia,12/3/2020,1343,65
Prince Edward Island,12/3/2020,73,0
Yukon,12/3/2020,50,1
Northwest Territories,12/3/2020,15,0
Nunavut,12/3/2020,198,0
Repatriated travellers,12/3/2020,13,0
Canada,12/3/2020,396268,12447
British Columbia,12/4/2020,36132,492
Alberta,12/4/2020,64851,590
Saskatchewan,12/4/2020,9526,55
Manitoba,12/4/2020,18069,362
Ontario,12/4/2020,123526,3777
Quebec,12/4/2020,147877,7183
Newfoundland and Labrador,12/4/2020,343,4
New Brunswick,12/4/2020,528,7
Nova Scotia,12/4/2020,1358,65
Prince Edward Island,12/4/2020,73,0
Yukon,12/4/2020,51,1
Northwest Territories,12/4/2020,15,0
Nunavut,12/4/2020,206,0
Repatriated travellers,12/4/2020,13,0
Canada,12/4/2020,402568,12536
British Columbia,12/5/2020,36779,510
Alberta,12/5/2020,66730,596
Saskatchewan,12/5/2020,9729,55
Manitoba,12/5/2020,18423,381
Ontario,12/5/2020,125385,3797
Quebec,12/5/2020,149908,7231
Newfoundland and Labrador,12/5/2020,347,4
New Brunswick,12/5/2020,530,7
Nova Scotia,12/5/2020,1364,65
Prince Edward Island,12/5/2020,76,0
Yukon,12/5/2020,54,1
Northwest Territories,12/5/2020,15,0
Nunavut,12/5/2020,214,0
Repatriated travellers,12/5/2020,13,0
Canada,12/5/2020,409567,12647
British Columbia,12/6/2020,37505,520
Alberta,12/6/2020,68566,615
Saskatchewan,12/6/2020,10138,59
Manitoba,12/6/2020,18806,395
Ontario,12/6/2020,127309,3812
Quebec,12/6/2020,151599,7255
Newfoundland and Labrador,12/6/2020,351,4
New Brunswick,12/6/2020,534,7
Nova Scotia,12/6/2020,1368,65
Prince Edward Island,12/6/2020,80,0
Yukon,12/6/2020,54,1
Northwest Territories,12/6/2020,15,0
Nunavut,12/6/2020,216,0
Repatriated travellers,12/6/2020,13,0
Canada,12/6/2020,416554,12733
British Columbia,12/7/2020,38152,527
Alberta,12/7/2020,70301,631
Saskatchewan,12/7/2020,10411,60
Manitoba,12/7/2020,19131,407
Ontario,12/7/2020,129234,3838
Quebec,12/7/2020,153176,7277
Newfoundland and Labrador,12/7/2020,351,4
New Brunswick,12/7/2020,536,7
Nova Scotia,12/7/2020,1376,65
Prince Edward Island,12/7/2020,84,0
Yukon,12/7/2020,54,1
Northwest Territories,12/7/2020,15,0
Nunavut,12/7/2020,219,0
Repatriated travellers,12/7/2020,13,0
Canada,12/7/2020,423053,12817
British Columbia,12/8/2020,38718,543
Alberta,12/8/2020,72028,640
Saskatchewan,12/8/2020,10596,66
Manitoba,12/8/2020,19376,420
Ontario,12/8/2020,130910,3848
Quebec,12/8/2020,154740,7313
Newfoundland and Labrador,12/8/2020,352,4
New Brunswick,12/8/2020,541,7
Nova Scotia,12/8/2020,1383,65
Prince Edward Island,12/8/2020,84,0
Yukon,12/8/2020,58,1
Northwest Territories,12/8/2020,15,0
Nunavut,12/8/2020,220,0
Repatriated travellers,12/8/2020,13,0
Canada,12/8/2020,429034,12907
British Columbia,12/9/2020,39337,559
Alberta,12/9/2020,73488,653
Saskatchewan,12/9/2020,10898,71
Manitoba,12/9/2020,19655,438
Ontario,12/9/2020,132800,3876
Quebec,12/9/2020,156468,7349
Newfoundland and Labrador,12/9/2020,353,4
New Brunswick,12/9/2020,542,7
Nova Scotia,12/9/2020,1389,65
Prince Edward Island,12/9/2020,84,0
Yukon,12/9/2020,58,1
Northwest Territories,12/9/2020,15,0
Nunavut,12/9/2020,229,0
Repatriated travellers,12/9/2020,13,0
Canada,12/9/2020,435329,13023
British Columbia,12/10/2020,40060,587
Alberta,12/10/2020,75054,666
Saskatchewan,12/10/2020,11222,75
Manitoba,12/10/2020,19947,451
Ontario,12/10/2020,134783,3911
Quebec,12/10/2020,158310,7382
Newfoundland and Labrador,12/10/2020,354,4
New Brunswick,12/10/2020,546,7
Nova Scotia,12/10/2020,1393,65
Prince Edward Island,12/10/2020,84,0
Yukon,12/10/2020,58,1
Northwest Territories,12/10/2020,15,0
Nunavut,12/10/2020,229,0
Repatriated travellers,12/10/2020,13,0
Canada,12/10/2020,442068,13149
British Columbia,12/11/2020,40797,598
Alberta,12/11/2020,76792,684
Saskatchewan,12/11/2020,11473,75
Manitoba,12/11/2020,20392,465
Ontario,12/11/2020,136631,3956
Quebec,12/11/2020,160023,7435
Newfoundland and Labrador,12/11/2020,355,4
New Brunswick,12/11/2020,554,8
Nova Scotia,12/11/2020,1402,65
Prince Edward Island,12/11/2020,84,0
Yukon,12/11/2020,58,1
Northwest Territories,12/11/2020,20,0
Nunavut,12/11/2020,245,0
Repatriated travellers,12/11/2020,13,0
Canada,12/11/2020,448839,13291
British Columbia,12/12/2020,41495,626
Alberta,12/12/2020,78382,697
Saskatchewan,12/12/2020,11747,86
Manitoba,12/12/2020,20750,483
Ontario,12/12/2020,138504,3973
Quebec,12/12/2020,161921,7475
Newfoundland and Labrador,12/12/2020,358,4
New Brunswick,12/12/2020,555,8
Nova Scotia,12/12/2020,1409,65
Prince Edward Island,12/12/2020,89,0
Yukon,12/12/2020,58,1
Northwest Territories,12/12/2020,21,0
Nunavut,12/12/2020,247,0
Repatriated travellers,12/12/2020,13,0
Canada,12/12/2020,455549,13418
British Columbia,12/13/2020,42184,640
Alberta,12/13/2020,80099,719
Saskatchewan,12/13/2020,11969,89
Manitoba,12/13/2020,21023,490
Ontario,12/13/2020,140181,3989
Quebec,12/13/2020,163915,7508
Newfoundland and Labrador,12/13/2020,358,4
New Brunswick,12/13/2020,557,8
Nova Scotia,12/13/2020,1415,65
Prince Edward Island,12/13/2020,89,0
Yukon,12/13/2020,58,1
Northwest Territories,12/13/2020,21,0
Nunavut,12/13/2020,247,0
Repatriated travellers,12/13/2020,13,0
Canada,12/13/2020,462129,13513
British Columbia,12/14/2020,42943,647
Alberta,12/14/2020,81986,733
Saskatchewan,12/14/2020,12236,91
Manitoba,12/14/2020,21264,499
Ontario,12/14/2020,142121,4012
Quebec,12/14/2020,165535,7533
Newfoundland and Labrador,12/14/2020,359,4
New Brunswick,12/14/2020,558,8
Nova Scotia,12/14/2020,1420,65
Prince Edward Island,12/14/2020,89,0
Yukon,12/14/2020,59,1
Northwest Territories,12/14/2020,21,0
Nunavut,12/14/2020,256,0
Repatriated travellers,12/14/2020,13,0
Canada,12/14/2020,468860,13593
British Columbia,12/15/2020,43463,668
Alberta,12/15/2020,83327,744
Saskatchewan,12/15/2020,12430,98
Manitoba,12/15/2020,21535,508
Ontario,12/15/2020,144396,4038
Quebec,12/15/2020,167276,7571
Newfoundland and Labrador,12/15/2020,359,4
New Brunswick,12/15/2020,559,8
Nova Scotia,12/15/2020,1426,65
Prince Edward Island,12/15/2020,89,0
Yukon,12/15/2020,59,1
Northwest Territories,12/15/2020,22,0
Nunavut,12/15/2020,258,0
Repatriated travellers,12/15/2020,13,0
Canada,12/15/2020,475212,13705
British Columbia,12/16/2020,44103,692
Alberta,12/16/2020,84597,760
Saskatchewan,12/16/2020,12592,98
Manitoba,12/16/2020,21826,523
Ontario,12/16/2020,146535,4081
Quebec,12/16/2020,169173,7613
Newfoundland and Labrador,12/16/2020,364,4
New Brunswick,12/16/2020,567,8
Nova Scotia,12/16/2020,1430,65
Prince Edward Island,12/16/2020,89,0
Yukon,12/16/2020,59,1
Northwest Territories,12/16/2020,22,0
Nunavut,12/16/2020,258,0
Repatriated travellers,12/16/2020,13,0
Canada,12/16/2020,481628,13845
British Columbia,12/17/2020,44776,713
Alberta,12/17/2020,86168,790
Saskatchewan,12/17/2020,12830,105
Manitoba,12/17/2020,22047,537
Ontario,12/17/2020,148967,4104
Quebec,12/17/2020,171028,7635
Newfoundland and Labrador,12/17/2020,367,4
New Brunswick,12/17/2020,573,8
Nova Scotia,12/17/2020,1436,65
Prince Edward Island,12/17/2020,90,0
Yukon,12/17/2020,59,1
Northwest Territories,12/17/2020,23,0
Nunavut,12/17/2020,259,0
Repatriated travellers,12/17/2020,13,0
Canada,12/17/2020,488636,13962
British Columbia,12/18/2020,45400,724
Alberta,12/18/2020,87581,815
Saskatchewan,12/18/2020,13075,107
Manitoba,12/18/2020,22397,547
Ontario,12/18/2020,151257,4144
Quebec,12/18/2020,172801,7671
Newfoundland and Labrador,12/18/2020,372,4
New Brunswick,12/18/2020,573,8
Nova Scotia,12/18/2020,1442,65
Prince Edward Island,12/18/2020,90,0
Yukon,12/18/2020,59,1
Northwest Territories,12/18/2020,24,0
Nunavut,12/18/2020,259,0
Repatriated travellers,12/18/2020,13,0
Canada,12/18/2020,495343,14086
British Columbia,12/19/2020,46052,752
Alberta,12/19/2020,88933,841
Saskatchewan,12/19/2020,13327,115
Manitoba,12/19/2020,22630,556
Ontario,12/19/2020,153614,4171
Quebec,12/19/2020,174839,7715
Newfoundland and Labrador,12/19/2020,380,4
New Brunswick,12/19/2020,578,8
Nova Scotia,12/19/2020,1443,65
Prince Edward Island,12/19/2020,91,0
Yukon,12/19/2020,59,1
Northwest Territories,12/19/2020,24,0
Nunavut,12/19/2020,259,0
Repatriated travellers,12/19/2020,13,0
Canada,12/19/2020,502242,14228
British Columbia,12/20/2020,46538,760
Alberta,12/20/2020,90219,851
Saskatchewan,12/20/2020,13553,118
Manitoba,12/20/2020,22859,569
Ontario,12/20/2020,155930,4196
Quebec,12/20/2020,176985,7736
Newfoundland and Labrador,12/20/2020,382,4
New Brunswick,12/20/2020,574,8
Nova Scotia,12/20/2020,1445,65
Prince Edward Island,12/20/2020,91,0
Yukon,12/20/2020,59,1
Northwest Territories,12/20/2020,24,0
Nunavut,12/20/2020,259,1
Repatriated travellers,12/20/2020,13,0
Canada,12/20/2020,508931,14309
British Columbia,12/21/2020,47067,765
Alberta,12/21/2020,91459,860
Saskatchewan,12/21/2020,13759,122
Manitoba,12/21/2020,23025,572
Ontario,12/21/2020,158053,4213
Quebec,12/21/2020,179093,7766
Newfoundland and Labrador,12/21/2020,382,4
New Brunswick,12/21/2020,578,8
Nova Scotia,12/21/2020,1447,65
Prince Edward Island,12/21/2020,91,0
Yukon,12/21/2020,59,1
Northwest Territories,12/21/2020,24,0
Nunavut,12/21/2020,262,1
Repatriated travellers,12/21/2020,13,0
Canada,12/21/2020,515312,14377
British Columbia,12/22/2020,47510,777
Alberta,12/22/2020,92480,871
Saskatchewan,12/22/2020,13941,125
Manitoba,12/22/2020,23180,590
Ontario,12/22/2020,160255,4234
Quebec,12/22/2020,181276,7794
Newfoundland and Labrador,12/22/2020,383,4
New Brunswick,12/22/2020,580,8
Nova Scotia,12/22/2020,1454,65
Prince Edward Island,12/22/2020,91,0
Yukon,12/22/2020,59,1
Northwest Territories,12/22/2020,24,0
Nunavut,12/22/2020,262,1
Repatriated travellers,12/22/2020,13,0
Canada,12/22/2020,521508,14470
British Columbia,12/23/2020,48027,796
Alberta,12/23/2020,93781,890
Saskatchewan,12/23/2020,14100,130
Manitoba,12/23/2020,23381,605
Ontario,12/23/2020,162663,4275
Quebec,12/23/2020,183523,7867
Newfoundland and Labrador,12/23/2020,384,4
New Brunswick,12/23/2020,585,8
Nova Scotia,12/23/2020,1458,65
Prince Edward Island,12/23/2020,91,0
Yukon,12/23/2020,59,1
Northwest Territories,12/23/2020,24,0
Nunavut,12/23/2020,264,1
Repatriated travellers,12/23/2020,13,0
Canada,12/23/2020,528353,14642
British Columbia,12/24/2020,48609,808
Alberta,12/24/2020,94788,920
Saskatchewan,12/24/2020,14254,134
Manitoba,12/24/2020,23624,617
Ontario,12/24/2020,165110,4324
Quebec,12/24/2020,185872,7913
Newfoundland and Labrador,12/24/2020,384,4
New Brunswick,12/24/2020,587,8
Nova Scotia,12/24/2020,1465,65
Prince Edward Island,12/24/2020,94,0
Yukon,12/24/2020,60,1
Northwest Territories,12/24/2020,24,0
Nunavut,12/24/2020,265,1
Repatriated travellers,12/24/2020,13,0
Canada,12/24/2020,535149,14795
British Columbia,12/25/2020,49121,833
Alberta,12/25/2020,95979,938
Saskatchewan,12/25/2020,14483,134
Manitoba,12/25/2020,23624,617
Ontario,12/25/2020,167269,4324
Quebec,12/25/2020,185872,7913
Newfoundland and Labrador,12/25/2020,384,4
New Brunswick,12/25/2020,588,8
Nova Scotia,12/25/2020,1465,65
Prince Edward Island,12/25/2020,94,0
Yukon,12/25/2020,60,1
Northwest Territories,12/25/2020,24,0
Nunavut,12/25/2020,265,1
Repatriated travellers,12/25/2020,13,0
Canada,12/25/2020,539241,14838
British Columbia,12/26/2020,49568,847
Alberta,12/26/2020,96893,955
Saskatchewan,12/26/2020,14615,134
Manitoba,12/26/2020,23624,617
Ontario,12/26/2020,169411,4405
Quebec,12/26/2020,190364,8011
Newfoundland and Labrador,12/26/2020,384,4
New Brunswick,12/26/2020,590,8
Nova Scotia,12/26/2020,1465,65
Prince Edward Island,12/26/2020,94,0
Yukon,12/26/2020,60,1
Northwest Territories,12/26/2020,24,0
Nunavut,12/26/2020,265,1
Repatriated travellers,12/26/2020,13,0
Canada,12/26/2020,547370,15048
British Columbia,12/27/2020,49992,861
Alberta,12/27/2020,97352,982
Saskatchewan,12/27/2020,14813,141
Manitoba,12/27/2020,24145,645
Ontario,12/27/2020,171416,4423
Quebec,12/27/2020,192655,8023
Newfoundland and Labrador,12/27/2020,387,4
New Brunswick,12/27/2020,592,8
Nova Scotia,12/27/2020,1465,65
Prince Edward Island,12/27/2020,94,0
Yukon,12/27/2020,60,1
Northwest Territories,12/27/2020,24,0
Nunavut,12/27/2020,265,1
Repatriated travellers,12/27/2020,13,0
Canada,12/27/2020,553273,15154
British Columbia,12/28/2020,50433,872
Alberta,12/28/2020,98269,1002
Saskatchewan,12/28/2020,14907,141
Manitoba,12/28/2020,24252,654
Ontario,12/28/2020,173355,4460
Quebec,12/28/2020,194930,8060
Newfoundland and Labrador,12/28/2020,389,4
New Brunswick,12/28/2020,593,8
Nova Scotia,12/28/2020,1478,65
Prince Edward Island,12/28/2020,94,0
Yukon,12/28/2020,60,1
Northwest Territories,12/28/2020,24,0
Nunavut,12/28/2020,266,1
Repatriated travellers,12/28/2020,13,0
Canada,12/28/2020,559063,15268
British Columbia,12/29/2020,50815,882
Alberta,12/29/2020,99141,1028
Saskatchewan,12/29/2020,15021,151
Manitoba,12/29/2020,24385,659
Ontario,12/29/2020,175908,4501
Quebec,12/29/2020,197311,8124
Newfoundland and Labrador,12/29/2020,390,4
New Brunswick,12/29/2020,595,8
Nova Scotia,12/29/2020,1480,65
Prince Edward Island,12/29/2020,96,0
Yukon,12/29/2020,60,1
Northwest Territories,12/29/2020,24,0
Nunavut,12/29/2020,266,1
Repatriated travellers,12/29/2020,13,0
Canada,12/29/2020,565504,15424
British Columbia,12/30/2020,51300,893
Alberta,12/30/2020,100428,1046
Saskatchewan,12/30/2020,15159,154
Manitoba,12/30/2020,24513,661
Ontario,12/30/2020,178831,4520
Quebec,12/30/2020,199822,8165
Newfoundland and Labrador,12/30/2020,390,4
New Brunswick,12/30/2020,596,8
Nova Scotia,12/30/2020,1483,65
Prince Edward Island,12/30/2020,96,0
Yukon,12/30/2020,60,1
Northwest Territories,12/30/2020,24,0
Nunavut,12/30/2020,266,1
Repatriated travellers,12/30/2020,13,0
Canada,12/30/2020,572981,15518
British Columbia,12/31/2020,51990,901
Alberta,12/31/2020,101654,1046
Saskatchewan,12/31/2020,15349,155
Manitoba,12/31/2020,24700,667
Ontario,12/31/2020,182159,4576
Quebec,12/31/2020,202641,8226
Newfoundland and Labrador,12/31/2020,390,4
New Brunswick,12/31/2020,599,9
Nova Scotia,12/31/2020,1486,65
Prince Edward Island,12/31/2020,96,0
Yukon,12/31/2020,60,1
Northwest Territories,12/31/2020,24,0
Nunavut,12/31/2020,266,1
Repatriated travellers,12/31/2020,13,0
Canada,12/31/2020,581427,15651
British Columbia,1/1/2021,52555,901
Alberta,1/1/2021,103015,1046
Saskatchewan,1/1/2021,15634,155
Manitoba,1/1/2021,24700,667
Ontario,1/1/2021,184635,4627
Quebec,1/1/2021,205449,8311
Newfoundland and Labrador,1/1/2021,390,4
New Brunswick,1/1/2021,601,9
Nova Scotia,1/1/2021,1497,65
Prince Edward Island,1/1/2021,96,0
Yukon,1/1/2021,64,1
Northwest Territories,1/1/2021,24,0
Nunavut,1/1/2021,266,1
Repatriated travellers,1/1/2021,13,0
Canada,1/1/2021,588939,15787
British Columbia,1/2/2021,53162,901
Alberta,1/2/2021,103948,1046
Saskatchewan,1/2/2021,15844,158
Manitoba,1/2/2021,25026,678
Ontario,1/2/2021,187998,4671
Quebec,1/2/2021,207435,8336
Newfoundland and Labrador,1/2/2021,390,4
New Brunswick,1/2/2021,611,9
Nova Scotia,1/2/2021,1499,65
Prince Edward Island,1/2/2021,96,0
Yukon,1/2/2021,64,1
Northwest Territories,1/2/2021,24,0
Nunavut,1/2/2021,266,1
Repatriated travellers,1/2/2021,13,0
Canada,1/2/2021,596376,15870
British Columbia,1/3/2021,53662,901
Alberta,1/3/2021,104407,1046
Saskatchewan,1/3/2021,16080,158
Manitoba,1/3/2021,25126,683
Ontario,1/3/2021,190962,4696
Quebec,1/3/2021,210304,8347
Newfoundland and Labrador,1/3/2021,390,4
New Brunswick,1/3/2021,618,9
Nova Scotia,1/3/2021,1501,65
Prince Edward Island,1/3/2021,96,0
Yukon,1/3/2021,64,1
Northwest Territories,1/3/2021,24,0
Nunavut,1/3/2021,266,1
Repatriated travellers,1/3/2021,13,0
Canada,1/3/2021,603513,15911
British Columbia,1/4/2021,54201,946
Alberta,1/4/2021,105535,1142
Saskatchewan,1/4/2021,16367,160
Manitoba,1/4/2021,25244,688
Ontario,1/4/2021,194232,4725
Quebec,1/4/2021,212850,8379
